event_id,name,url,start_at,end_at,timezone,location_type,city,sublocality,country,latitude,longitude,cover_url,guest_count,hosts,calendar_name,calendar_slug,event_type,visibility,waitlist_active,source,tags
evt-aS5PXG0iO9ID1fG,Founders' Mondays: Strengthening the Signals - Customers,https://lu.ma/e1dyhgp4,2026-05-11T02:00:00.000Z,2026-05-11T10:00:00.000Z,Asia/Singapore,offline,Singapore,Central Area,Singapore,1.2913588,103.83943819999999,https://images.lumacdn.com/uploads/jx/191dc483-b427-49ba-894a-541b62b1062e.png,27,SQ Collective,SQ Collective,Ai-labs,independent,public,False,snowball,AI
evt-XbUiaMJ3qfrwLK2,Founders' Roundtable Lunch: The Growth Calculus,https://lu.ma/200ei1qy,2026-05-11T04:00:00.000Z,2026-05-11T06:00:00.000Z,Asia/Singapore,offline,Singapore,Queenstown,Singapore,1.2925,103.7725,https://images.lumacdn.com/uploads/9v/fbfbdede-2143-4997-9c01-95e45504bffb.png,0,BLOCK71 Singapore,BLOCK71 Singapore,b71singapore,independent,public,True,featured,
evt-06BIYu2tg6RdMzo,Makeup Masterclass,https://lu.ma/zrp00wpv,2026-05-11T05:45:00.000Z,2026-05-11T08:00:00.000Z,Asia/Singapore,offline,Singapore,Toa Payoh,Singapore,1.3385970000000003,103.8718109,https://images.lumacdn.com/uploads/s4/012ffaf4-1c05-4097-9c59-b99554e7cd06.png,9,The Social Bellas,Personal,,independent,public,False,snowball,
evt-RudTgMRkgBncY0S,Codex for Everyone - An Introductory Workshop,https://lu.ma/b0s6uso8,2026-05-11T06:30:00.000Z,2026-05-11T09:00:00.000Z,Asia/Singapore,offline,Singapore,Downtown Core,Singapore,1.28,103.855,https://images.lumacdn.com/uploads/vp/19dce3c7-f2c0-4ab5-9219-e956a9dbd345.jpg,0,"Gabriel Chua, Shaun",Personal,,independent,public,False,featured,
evt-D6pfLm8BoM5HX3T,How Research Agentic Systems Are Actually Built: From ReAct to the AI Scientist,https://lu.ma/y7825sm1,2026-05-11T07:00:00.000Z,2026-05-11T09:00:00.000Z,Asia/Singapore,offline,Singapore,Queenstown,Singapore,1.296139,103.786991,https://images.lumacdn.com/event-covers/se/6129ae39-5ee5-4a95-9321-109438c55044.jpg,0,Lorong AI,Lorong AI,lorong-ai,independent,public,False,snowball,AI
evt-NTemANuQfHsOBNm,Pigeon Circles: Career Break / Burnout Girlies (20s/30s),https://lu.ma/9va6f17u,2026-05-11T10:00:00.000Z,2026-05-11T12:00:00.000Z,Asia/Singapore,offline,Singapore,,Singapore,1.2991945999999999,103.91126969999999,https://images.lumacdn.com/uploads/ts/837f2944-1419-4d2d-ada1-59433d018cc1.png,9,Screaming Pigeons,Personal,,independent,public,False,snowball,Wellness
evt-lhXRHYJuCRGQNfO,Codex Hack Night (Computer Use) @ Lorong AI,https://lu.ma/pbk5bb32,2026-05-11T10:30:00.000Z,2026-05-11T13:00:00.000Z,Asia/Singapore,offline,Singapore,Queenstown,Singapore,1.295,103.7875,https://images.lumacdn.com/event-covers/bd/d4cc74b7-3430-4737-bb38-4fb9f74d61c6.png,0,"Gabriel Chua, Lorong AI, Yong Quan Tan",Personal,,independent,public,False,featured,
evt-R7LdXPCFji10QlQ,Unlocking Taiwan × Singapore: Where Capital Meets Startups,https://lu.ma/rp69lnu7,2026-05-12T10:00:00.000Z,2026-05-12T12:30:00.000Z,Asia/Singapore,offline,Singapore,Queenstown,Singapore,1.2925,103.775,https://images.lumacdn.com/uploads/69/80f014bd-95a3-42e8-aaa9-cf8d8066ac93.jpg,270,"Chi Ko, TVCA中華民國創業投資商業同業公會, BLOCK71 Singapore",Personal,,independent,public,True,featured,
evt-WvjdHSEWPX7S4lL,Singapore AI Founders VIP Dinner,https://lu.ma/sgaifounders,2026-05-12T10:00:00.000Z,2026-05-12T13:00:00.000Z,Asia/Singapore,offline,Singapore,Chinatown,Singapore,1.28,103.8425,https://images.lumacdn.com/uploads/or/b81c5fa7-a12c-421e-b862-d0bcb9c53539.png,0,AI Builders,AI Builders,theaibuildersdev,independent,public,False,snowball,AI
evt-DT9MHVILK2rZS4Z,OpenClaw Singapore Happy Hours - Agentic Night,https://lu.ma/0lvkt2nv,2026-05-12T10:00:00.000Z,2026-05-12T13:00:00.000Z,Asia/Singapore,offline,Singapore,Chinatown,Singapore,1.2775,103.845,https://images.lumacdn.com/event-covers/b6/fa8347f1-f712-4cb4-962a-b1c05d9109aa.jpg,8,Lionel Sim,Personal,,independent,public,False,snowball,AI
evt-rL8VgNAOGnXl9vF,Personal Agents Demo Night,https://lu.ma/6frwv8k9,2026-05-12T10:30:00.000Z,2026-05-12T12:30:00.000Z,Asia/Singapore,offline,Singapore,Queenstown,Singapore,1.296139,103.786991,https://images.lumacdn.com/uploads/42/4f8914e7-9a59-4982-9766-6434e5cd21ff.png,0,"Lorong AI, Zo Computer team, Phil Hedayatnia, Min @Airfoil, Joe",Zo Computer,zocomputer,independent,public,False,featured,
evt-wciAY4wU6T9GkEm,Singapore AI & Robotics Demo Night (May 2026),https://lu.ma/n92nh33p,2026-05-12T10:30:00.000Z,2026-05-12T12:30:00.000Z,Asia/Singapore,offline,Singapore,Bras Basah,Singapore,1.2975884,103.8543081,https://images.lumacdn.com/event-covers/oi/3f64f340-a7e8-410d-88c4-ffba55e5f9fd.jpg,0,Menlo Research,Singapore AI & Robotics Demo Nights,singapore-demo-nights,independent,public,False,featured,
evt-dM8SGMQYz38TEdM,Google Cloud x DeepMind: What's New for Startups?,https://lu.ma/p73a9u0l,2026-05-13T01:00:00.000Z,2026-05-13T02:30:00.000Z,Asia/Singapore,offline,Singapore,Queenstown,Singapore,1.2761806999999998,103.8000401,https://images.lumacdn.com/uploads/93/923f405c-70e7-43fe-818c-3365edf745b7.jpg,13,"Fannie Soubiele, Clement",Personal,,independent,public,False,featured,
evt-Swywbaj5C8Jm0du,City Girl Walk,https://lu.ma/q0iax6g2,2026-05-13T01:15:00.000Z,2026-05-13T04:30:00.000Z,Asia/Singapore,offline,Singapore,Outram,Singapore,1.2850731,103.8437719,https://images.lumacdn.com/uploads/bt/264875b1-3a94-41d2-9e37-43f59a8e3714.png,5,The Social Bellas,Personal,,independent,public,False,featured,
evt-pXu2NLKIoYN7jb9,SGInnovate x IMD Tech Talk for Leaders: Leading at the Frontiers of Innovation,https://lu.ma/610mfdmy,2026-05-13T02:00:00.000Z,2026-05-13T05:00:00.000Z,Asia/Singapore,offline,Singapore,Queenstown,Singapore,1.305,103.7875,https://images.lumacdn.com/gallery-images/2b/9d9ee6ac-3d35-4fce-ade7-3f0ee7216dac,0,"Alan Chang, An Ting Lim, Priscilla , Wan Rou Gan, None None",Personal,,independent,public,False,featured,
evt-Pmq8vC1PcdI5yGr,AIBots x Transcribe Workshop (Public Officers Only),https://lu.ma/9o7cvafs,2026-05-13T02:00:00.000Z,2026-05-13T05:00:00.000Z,Asia/Singapore,offline,Singapore,Queenstown,Singapore,1.296139,103.786991,https://images.lumacdn.com/event-covers/bd/d4cc74b7-3430-4737-bb38-4fb9f74d61c6.png,0,Lorong AI,Lorong AI,lorong-ai,independent,public,False,snowball,AI
evt-YaXQ6QQ7oVhYn08,The One About AI x Healthcare (Round V),https://lu.ma/mqttcn0j,2026-05-13T07:00:00.000Z,2026-05-13T09:00:00.000Z,Asia/Singapore,offline,Singapore,Queenstown,Singapore,1.296139,103.786991,https://images.lumacdn.com/event-covers/z3/b79dda64-61b1-40d5-a865-490604434a7b.png,0,Lorong AI,Lorong AI,lorong-ai,independent,public,False,snowball,AI
evt-PAbWnFTq7hOSODP,"""Real-Time Sync"" w/ Convex Team in Singapore",https://lu.ma/9guwajbq,2026-05-13T09:30:00.000Z,2026-05-13T12:00:00.000Z,Asia/Singapore,offline,Singapore,Central Area,Singapore,1.2825,103.85,https://images.lumacdn.com/event-covers/41/ba7ebe22-6b6e-46a6-a42f-95a656d6dc12.png,131,"Wayne Sutton, Convex Events, Liz Cardoza, Michael Cann, Sherry Jiang, Ivan, Agrim Singh, Max Del Vita",Convex.dev,convex,independent,public,False,featured,
evt-FblXYcRQgwP4qWX,Codex Hack Night (Realtime Models) @ Lorong AI,https://lu.ma/4v97ndhx,2026-05-13T10:00:00.000Z,2026-05-13T13:00:00.000Z,Asia/Singapore,offline,Singapore,Queenstown,Singapore,1.296139,103.786991,https://images.lumacdn.com/event-covers/bd/d4cc74b7-3430-4737-bb38-4fb9f74d61c6.png,0,"Gabriel Chua, Lorong AI",Personal,,independent,public,False,featured,
evt-EF2IK2KPYR2sWau,Forex Truth with Jimmy Wong (Founder of JF Lennon),https://lu.ma/nhszinia,2026-05-13T11:00:00.000Z,2026-05-13T13:00:00.000Z,Asia/Singapore,offline,Singapore,Queenstown,Singapore,1.3044274,103.796741,https://images.lumacdn.com/event-covers/c3/cb8dc0b3-3415-42de-8942-1521bda42ce7.png,14,Emily,Personal,,independent,public,False,snowball,
evt-4Yk88tTBexZ5obM,DAA x GMC Workshop: Bhutan Opportunities In Digital Assets,https://lu.ma/x7asxtgu,2026-05-14T06:00:00.000Z,2026-05-14T09:00:00.000Z,Asia/Singapore,offline,Singapore,Central Area,Singapore,1.2800321,103.8493652,https://images.lumacdn.com/event-covers/ph/07237bf8-4886-4832-ab76-6662da075105.png,147,"Team DAA, Cecilia Sha, Jag Foo, Danny Chong",Personal,,independent,public,False,featured,
evt-KhPIVGR3ocl4ss6,AI-First Transformation Journey: From Hesitation to Confidence,https://lu.ma/u5x94nln,2026-05-14T06:00:00.000Z,2026-05-14T08:00:00.000Z,Asia/Singapore,offline,Singapore,Queenstown,Singapore,1.296139,103.786991,https://images.lumacdn.com/event-covers/zh/3b793bf3-159c-4b78-b438-785ae164865f.png,0,Lorong AI,Lorong AI,lorong-ai,independent,public,False,snowball,AI
evt-77azkXdh5c0fRf9,OPENCLAW HACKATHON — Build Business with OpenClaw,https://lu.ma/m9f9nwxa,2026-05-14T09:00:00.000Z,2026-05-14T14:00:00.000Z,Asia/Singapore,offline,Singapore,Katong,Singapore,1.3050787,103.9033741,https://images.lumacdn.com/event-covers/46/9fd3a4fc-f9af-4a7f-b414-10ed85471483.png,0,"Singapore Global Network, None None, Rupini A, GrowthLab",Singapore Global Network,singaporeglobalnetwork.gov.sg,independent,public,False,snowball,Tech
evt-I7z5yBW3QPqsPN3,ClawCon Singapore,https://lu.ma/clawconsingapore,2026-05-14T10:00:00.000Z,2026-05-14T13:00:00.000Z,Asia/Singapore,offline,Singapore,Downtown Core,Singapore,1.28,103.8525,https://images.lumacdn.com/event-covers/zm/4d2af81d-1bb4-447d-84e8-e4e0027e4966.jpg,0,"Tommy, Michael Galpert, Lionel Sim, Agrim Singh, Sherry Jiang, An Dongmei, Alessio Basso",ClawCon,clawcon,independent,public,False,featured,
evt-T26xpNOSHIV8Mio,"Daytona AI Builders w/ Zo Computer - Singapore, May 2026",https://lu.ma/r0jxt5da,2026-05-14T10:00:00.000Z,2026-05-14T12:30:00.000Z,Asia/Singapore,offline,Singapore,Central Area,Singapore,1.2925,103.84,https://images.lumacdn.com/uploads/gm/f3ab86a9-6017-4011-94b1-e83a29e3b8f8.png,244,"Daytona, Agrim Singh, Sherry Jiang, Adlin Zainal, Zo Computer team",Personal,,independent,public,False,snowball,AI
evt-UB5ILTchi2KDvni,AI Agents Observability + Memory Layer for Agentic Workflow Visibility + Real-Time Dashboards,https://lu.ma/gf7cf3tp,2026-05-14T10:00:00.000Z,2026-05-14T13:00:00.000Z,Asia/Singapore,offline,Singapore,Central Area,Singapore,1.285,103.8475,https://images.lumacdn.com/event-covers/pg/ca5c2eb7-4bd2-4474-aaef-fcfd2371296e.jpg,24,,Technology + Agentic AI + Databases,,independent,public,False,snowball,AI
evt-OdqBQ4sOTqEKf1q,Google AI & Cloud Meetup,https://lu.ma/801fotgk,2026-05-14T10:30:00.000Z,2026-05-14T13:30:00.000Z,Asia/Singapore,offline,Singapore,Queenstown,Singapore,1.296139,103.786991,https://images.lumacdn.com/event-covers/zh/3b793bf3-159c-4b78-b438-785ae164865f.png,0,Lorong AI,Lorong AI,lorong-ai,independent,public,False,featured,
evt-x50FUyr3EfWIwEg,Robotics Researchers & Builders Meetup,https://lu.ma/d3uxm5np,2026-05-14T10:30:00.000Z,2026-05-14T12:30:00.000Z,Asia/Singapore,offline,Singapore,Chinatown,Singapore,1.28,103.8425,https://images.lumacdn.com/uploads/45/759d3cf6-cd86-47ed-85f1-a190e203c5ea.jpg,15,SK Aravind,Personal,,independent,public,False,featured,
evt-3KqDSshP9gFVCIR,Mindful Run Club,https://lu.ma/lpndhoio,2026-05-14T10:50:00.000Z,2026-05-14T12:15:00.000Z,Asia/Singapore,offline,Singapore,Tanjong Rhu,Singapore,1.305,103.875,https://images.lumacdn.com/event-covers/vf/6af9a12e-55e6-4901-935d-c09cd97a3e59.png,56,"Si Jing T, Junyi",DAYWA Mindful Runs,,independent,public,False,featured,
evt-IZe4nJ3FrsP8Ayp,Open Spaces: Building Engineering Culture in the Age of AI,https://lu.ma/oe9m7yad,2026-05-14T11:00:00.000Z,2026-05-14T13:00:00.000Z,Asia/Singapore,offline,Singapore,Geylang,Singapore,1.3160025,103.8932571,https://images.lumacdn.com/uploads/oj/6c5a280c-7d9d-457c-bd0d-1a2ec3a5b923.png,66,"Michael Cheng, Yitch, Shen Ting Ang, Sam Hon, Stella",Tech Leadership Circle,techleadershipcircle,independent,public,False,featured,
evt-TXUg4UnKl41Zozy,PechaKucha @ Arts x Tech Lab: Extended Realities & Worlding Machines,https://lu.ma/87oi9yol,2026-05-14T11:00:00.000Z,2026-05-14T13:00:00.000Z,Asia/Singapore,offline,Singapore,Kampong Glam,Singapore,1.3027035,103.86098179999999,https://images.lumacdn.com/event-covers/pq/b68efa58-40f7-4809-83d4-c741d4117f3e.png,48,"Tusitala, Angel",Personal,,independent,public,False,featured,
evt-bIi2qWJ7J4qoshp,Road to AI Engineer Singapore,https://lu.ma/1eofvp02,2026-05-15T01:00:00.000Z,2026-05-17T10:00:00.000Z,Asia/Singapore,offline,Singapore,Central Area,Singapore,1.2941410000000002,103.85087399999999,https://images.lumacdn.com/event-covers/45/ed8cdd82-917d-4574-b893-618cd312ee4b.jpg,882,"Sherry Jiang, Agrim Singh, Kaspar Hidayat, Adlin Zainal, Rachael De Foe, Ivan, Brian Chew",Personal,,independent,public,False,snowball,
evt-pZshSnegYSXLOSM,Pickleball with the Bellas,https://lu.ma/c1o8bhvo,2026-05-15T02:00:00.000Z,2026-05-15T04:00:00.000Z,Asia/Singapore,offline,Singapore,Hougang,Singapore,1.3535728,103.87883710000001,https://images.lumacdn.com/uploads/tl/cbed598b-25b7-418f-bdb9-8c55ce2a4966.png,15,The Social Bellas,Personal,,independent,public,False,featured,
evt-P6uCM5FSJ7QEUnK,Co-work Fridays @ SQCo - Demo Day S4!,https://lu.ma/unzeek8j,2026-05-15T02:00:00.000Z,2026-05-15T10:00:00.000Z,Asia/Singapore,offline,Singapore,Central Area,Singapore,1.2913588,103.83943819999999,https://images.lumacdn.com/uploads/0i/6db4c940-9359-4189-b0ed-a1a163b19c89.jpg,9,SQ Collective,SQ Collective,Ai-labs,independent,public,False,snowball,AI
evt-j349hnVEbTJ2CfE,passion project coworking - fireplace,https://lu.ma/e6daltfl,2026-05-15T04:00:00.000Z,2026-05-15T10:00:00.000Z,Asia/Singapore,offline,Singapore,Orchard,Singapore,1.3009827,103.8355742,https://images.lumacdn.com/event-covers/oc/0c22664a-49a9-4253-b516-a783ef1fe863.png,2,Addi Ong,fireplace,thisisfireplace,independent,public,False,snowball,
evt-IrKfMmJsJ1tSgQG,Why the Future of AI Belongs to the Adaptive,https://lu.ma/jmx1rboa,2026-05-15T06:30:00.000Z,2026-05-15T08:00:00.000Z,Asia/Singapore,offline,Singapore,Queenstown,Singapore,1.292393,103.77572599999999,https://images.lumacdn.com/uploads/3n/49424a66-d42b-415e-84c6-c6f976a355f9.png,0,NUS Enterprise,NUS Enterprise,nus-enterprise-a5x,independent,public,True,featured,
evt-GwJXNkdfSprvRfs,"Kill your SaaS ft Zo Computer, MiniMax, Clouted",https://lu.ma/qatufzkn,2026-05-15T09:30:00.000Z,2026-05-15T12:00:00.000Z,Asia/Singapore,offline,Singapore,Orchard,Singapore,1.3,103.835,https://images.lumacdn.com/uploads/f4/f913b487-f792-467a-98df-e7c194e9fe3d.png,144,"Zo Computer team, RenLeanna, Adriel Yong",Personal,,independent,public,False,featured,
evt-HvQM1jEtfzD3JiJ,AI Salon Singapore [15 May 2026],https://lu.ma/AI-Salon-Singapore-May-2026,2026-05-15T10:00:00.000Z,2026-05-15T13:00:00.000Z,Asia/Singapore,offline,Singapore,Central Area,Singapore,1.2825,103.85,https://images.lumacdn.com/event-covers/ve/e7859771-5ea3-4626-89fb-13801b1f5e3f.jpg,141,"Nicky Schaub, Jeffrey D Abbott, Jasper Wognum, Joyce Tay, Raymond Do, Durwin, StartupX, Rachel Lim",AI Salon (www.AiSalon.ai),aisalon,independent,public,False,featured,
evt-PFXfJhHNAarptAF,Throwback Disney Channel Rave!!,https://lu.ma/lu5mvywn,2026-05-15T11:00:00.000Z,2026-05-15T15:00:00.000Z,Asia/Singapore,offline,Singapore,Central Area,Singapore,1.2913588,103.83943819999999,https://images.lumacdn.com/uploads/h8/8336048a-13b9-4baf-91d6-965e94b081b6.jpg,11,SQ Collective,SQ Collective,Ai-labs,independent,public,False,snowball,
evt-9lqCwTzmPZUhbbr,"Dining at the Frontier: Dinner with OpenAI, Vercel, and Square Peg",https://lu.ma/a0eif6c0,2026-05-15T11:45:00.000Z,2026-05-15T13:30:00.000Z,Asia/Singapore,offline,Singapore,Orchard,Singapore,1.305,103.825,https://images.lumacdn.com/uploads/4e/ab979f42-5e52-4996-b23d-cac2d0735d40.png,11,"Thomas Jeng, Nonny Bell, Jun Wei, Indranil Sarkar, Piruze",OpenAI APAC Startups,,independent,public,False,featured,
evt-o2oN85o8i9kWfvx,Hermes Night,https://lu.ma/HermesNight,2026-05-15T12:00:00.000Z,2026-05-15T15:30:00.000Z,Asia/Singapore,offline,Singapore,Singapore River,Singapore,1.29,103.8475,https://images.lumacdn.com/uploads/z9/706322c0-b575-47eb-a47f-26e08c6e62ef.png,0,Clawbsters,Clawbsters,,independent,public,False,featured,
evt-UBHBd1IVV51GVEB,Pigeon Special: A Sunrise Soundbath Experience with Camilla,https://lu.ma/mw96334c,2026-05-15T23:00:00.000Z,2026-05-16T01:00:00.000Z,Asia/Singapore,offline,Singapore,,Singapore,1.2991945999999999,103.91126969999999,https://images.lumacdn.com/event-covers/5o/2370f3a2-d15d-4b9a-a3c4-bfe1ce5e0e93.jpg,3,"Screaming Pigeons, ATHISA Haven",Personal,,independent,public,False,snowball,Wellness
evt-MB2WBO8eZ893zZS,Matcha City Hop - Maxwell (Women-only),https://lu.ma/t4lhvty8,2026-05-16T02:30:00.000Z,2026-05-16T05:00:00.000Z,Asia/Singapore,offline,Singapore,Chinatown,Singapore,1.28,103.845,https://images.lumacdn.com/event-covers/vw/c2afdcc7-d472-4a9c-a669-5933fae347fe.jpg,10,Screaming Pigeons,Personal,,independent,public,False,snowball,
evt-DkMZ6da76gA7wnL,【INVITATION 】Exhibition Opening： A Gaze in a World in Motion,https://lu.ma/d2csgjpe,2026-05-16T07:00:00.000Z,2026-05-16T09:00:00.000Z,Asia/Singapore,offline,Singapore,Bukit Merah,Singapore,1.2719289,103.8362045,https://images.lumacdn.com/event-covers/zq/b0363bc7-6774-4714-b11b-9bc770171b17.jpg,32,"品艺画廊Prestige Gallery, Yan",Personal,,independent,public,False,featured,
evt-p6KHtBmrOchwxtU,"Burn Rate, Measured in Calories",https://lu.ma/2g8at3om,2026-05-16T08:00:00.000Z,2026-05-16T09:00:00.000Z,Asia/Singapore,offline,Singapore,Singapore River,Singapore,1.2870608,103.84704359999999,https://images.lumacdn.com/uploads/v6/df8d813e-89bc-4dcd-8877-f9673ed42051.png,5,"Zhen Zhen, Regina",Personal,,independent,public,False,featured,
evt-VUuyxgrr6Z1Yn0O,Build or Die: Building Companies Early,https://lu.ma/00hm86ph,2026-05-16T10:00:00.000Z,2026-05-16T13:30:00.000Z,Asia/Singapore,offline,Singapore,Central Area,Singapore,1.285,103.8475,https://images.lumacdn.com/uploads/9a/11ef7083-b949-418b-bb25-713df101b7e2.png,385,"Jonathan, Thomas Jeng, William Liu, Alyssa Ng-Misialek",Personal,,independent,public,True,featured,
evt-VVDMdmBNj7G2zKl,D[RUN]K club,https://lu.ma/yicwnnrm,2026-05-16T10:30:00.000Z,2026-05-16T23:15:00.000Z,Asia/Singapore,offline,Singapore,Kampong Glam,Singapore,1.303706,103.8611624,https://images.lumacdn.com/event-covers/3a/79994cf4-7359-4d31-bf8f-7420905eba3b.jpg,65,Mentholwellness Club,Personal,,independent,public,False,featured,
evt-ZmEeLw2ZvPxrXcl,Let's Play Tag!,https://lu.ma/edoo8qb5,2026-05-16T10:30:00.000Z,2026-05-16T13:30:00.000Z,Asia/Singapore,offline,Singapore,Bishan,Singapore,1.35103,103.8374539,https://images.lumacdn.com/event-covers/q3/7731565b-ff78-4f2e-9ddb-8ad594828fc1.png,0,"Clareta Lim, Lim Koh Leong, Janet, Tactical Zone SG",Personal,,independent,public,False,featured,
evt-dYDXfQ5UP3VHiGw,Post,https://lu.ma/lqc1hapj,2026-05-16T12:00:00.000Z,2026-05-16T13:00:00.000Z,Asia/Singapore,offline,Singapore,Geylang,Singapore,1.315,103.88,https://images.lumacdn.com/event-covers/bt/8827f911-a5f9-431d-b9f3-7cb75d82dfb6.png,35,"Jovi, Si Hui",Wind Phone,,independent,public,False,featured,
evt-OjCDm3JdMiVhooL,singapore sosh: porsche pilates,https://lu.ma/8t241aax,2026-05-17T00:30:00.000Z,2026-05-17T02:30:00.000Z,Asia/Singapore,offline,Singapore,Bras Basah,Singapore,1.2975,103.8575,https://images.lumacdn.com/uploads/g7/e254deac-b521-48a4-9e2c-87425905023e.png,0,Calista,Singapore Sosh,singaporesosh,independent,public,False,snowball,Fitness
evt-1n2OAwoGOnFKtb9,Trail Chats: Pulau Ubin (Stepping out of Comfort Zones),https://lu.ma/npbbgd1c,2026-05-17T00:45:00.000Z,2026-05-17T02:45:00.000Z,Asia/Singapore,offline,Singapore,Changi,Singapore,1.390871,103.9875588,https://images.lumacdn.com/event-covers/op/e404af3d-a308-4177-9c3d-a370dd9e4181.jpg,7,Screaming Pigeons,Personal,,independent,public,False,featured,
evt-WS29bbftZtdZiIn,Magic Patterns Meetup - Singapore,https://lu.ma/7die021j,2026-05-17T10:00:00.000Z,2026-05-17T12:00:00.000Z,Asia/Singapore,offline,Singapore,Central Area,Singapore,1.2950446,103.85173599999999,https://images.lumacdn.com/event-covers/66/4dc8d8c7-a2ec-44b2-ba55-62762a2c0470.png,73,"Alex Danilowicz, Sherry Jiang, Alex Lee",Personal,,independent,public,False,featured,
evt-4C3STofjheTtWBB,Picnic By The Beach,https://lu.ma/ps3y5cuj,2026-05-18T01:30:00.000Z,2026-05-18T03:30:00.000Z,Asia/Singapore,offline,Singapore,Katong,Singapore,1.2988856,103.9067876,https://images.lumacdn.com/uploads/m1/0e50f6c2-6570-449a-aefc-8b51ac83a646.png,0,The Social Bellas,Personal,,independent,public,False,snowball,
evt-Guq7MAndUSRTDV6,Founders' Mondays: Strengthening the signals - Scope,https://lu.ma/vx7d66ox,2026-05-18T02:00:00.000Z,2026-05-18T10:00:00.000Z,Asia/Singapore,offline,Singapore,Central Area,Singapore,1.2913588,103.83943819999999,https://images.lumacdn.com/uploads/id/81ce9409-fa24-4149-b806-2659706efcfd.png,0,SQ Collective,SQ Collective,Ai-labs,independent,public,False,snowball,AI
evt-4N4CTq03zQaoT3h,Lorong AI: Co-Working Mondays,https://lu.ma/hacmdst7,2026-05-18T04:00:00.000Z,2026-05-18T09:30:00.000Z,Asia/Singapore,offline,Singapore,Outram,Singapore,1.2843189,103.8467228,https://images.lumacdn.com/event-covers/u4/0e935293-2d77-44ce-8104-1609640f8f73.png,0,Mehul Shah,Lorong AI,lorong-ai,independent,public,False,snowball,AI
evt-LZMIGrfmpzmRhRh,SIC Catalyst Community Day,https://lu.ma/syattg7v,2026-05-19T09:30:00.000Z,2026-05-19T12:00:00.000Z,Asia/Singapore,offline,Singapore,Museum,Singapore,1.2989401,103.845467,https://images.lumacdn.com/uploads/or/aea4152c-59e4-42ed-a697-31e75fc505bf.png,47,"SIC SG, Saiful, Lim Wei Liang",Personal,,independent,public,False,featured,
evt-PCISXOI8s2e0yBB,3 of Us [Empathy Circles]: That one regret,https://lu.ma/h0w6q2uy,2026-05-19T11:00:00.000Z,2026-05-19T13:30:00.000Z,Asia/Singapore,offline,Singapore,Central Area,Singapore,1.295,103.8425,https://images.lumacdn.com/uploads/c2/cde68f27-cb30-41c4-877e-28bb8fb61d6c.png,9,3 of Us,Personal,,independent,public,False,featured,
evt-17auRmPcjXgL1KL,The Deep Tech Showcase 2026,https://lu.ma/kawvmrxf,2026-05-19T11:00:00.000Z,2026-05-19T13:00:00.000Z,Asia/Singapore,offline,Singapore,Central Area,Singapore,1.2990047,103.84268469999999,https://images.lumacdn.com/uploads/8e/81982289-b797-4af3-af49-b2d76abbd27f.png,158,"Mia (Thanh Tam) Nguyen, Megan Choo",ATUM,atumventures,independent,public,False,featured,
evt-FRFGOLsOrwnLwo2,"Singapore Founders Meetup: Work, Money, Belonging, and e-Nations",https://lu.ma/j78i1hau,2026-05-20T09:30:00.000Z,2026-05-20T11:30:00.000Z,Asia/Singapore,offline,Singapore,Chinatown,Singapore,1.28,103.8475,https://images.lumacdn.com/event-covers/5k/fbcdd02a-45f5-42e7-af21-978275dea44f.jpg,100,"e-America 🇺🇸, Mamba Partners, Finnley Lee, Alyssa Ng-Misialek",e-America Events 🇺🇸,eAmerica,independent,public,True,featured,
evt-7lHjoCo6zIQRLz1,"✨ RW Hour - Wed, 20th May 2026 ✨",https://lu.ma/ibqkq043,2026-05-20T10:00:00.000Z,2026-05-20T12:30:00.000Z,Asia/Singapore,offline,,,Singapore,1.352083,103.819836,https://images.lumacdn.com/event-covers/1z/e29d6bdd-51f0-4bf7-93a1-f4abe07692d9.png,11,"Remarkable Women Asia, Nava, Charlotte Boon, Wen ., Asia Startup Network",Remarkable Women Asia,remarkablewomen,independent,public,False,snowball,Tech
